total,top_n_accuracy,top_1_accuracy,mean_precision,mean_recall,mean_f1,mean_mrr,vn_weight,sem_weight,min_sim,top_n
73,0.4794520547945205,0.136986301369863,0.13150684931506848,0.2224804305283757,0.15047661623004088,0.3011415525114155,0.8,0.8,0.2,5
73,0.4794520547945205,0.136986301369863,0.13150684931506848,0.2224804305283757,0.15047661623004088,0.3011415525114155,0.8,0.8,0.3,5
73,0.4794520547945205,0.136986301369863,0.13150684931506848,0.2224804305283757,0.15047661623004088,0.3011415525114155,0.8,0.8,0.4,5
73,0.4794520547945205,0.136986301369863,0.13150684931506848,0.2224804305283757,0.15047661623004088,0.3011415525114155,0.8,0.8,0.5,5
73,0.3972602739726027,0.136986301369863,0.14406392694063927,0.16943900848010437,0.13800035580857498,0.27625570776255703,0.8,0.8,0.6,5
73,0.4657534246575342,0.1506849315068493,0.12602739726027395,0.21774298760600128,0.1460517412572207,0.3015981735159817,0.8,0.6,0.2,5
73,0.4657534246575342,0.1506849315068493,0.12602739726027395,0.21774298760600128,0.1460517412572207,0.3015981735159817,0.8,0.6,0.3,5
73,0.4657534246575342,0.1506849315068493,0.12602739726027395,0.21774298760600128,0.1460517412572207,0.3015981735159817,0.8,0.6,0.4,5
73,0.3835616438356164,0.136986301369863,0.1497716894977169,0.16258969341161122,0.13568265828539802,0.26803652968036523,0.8,0.6,0.5,5
73,0.2876712328767123,0.1095890410958904,0.13858447488584474,0.12092302674494455,0.11483029907687442,0.2150684931506849,0.8,0.6,0.6,5
73,0.4931506849315068,0.1506849315068493,0.12876712328767123,0.22687540769732548,0.15089963309141394,0.3093607305936073,0.8,0.4,0.2,5
73,0.4931506849315068,0.1506849315068493,0.12876712328767123,0.22687540769732548,0.15089963309141394,0.3093607305936073,0.8,0.4,0.3,5
73,0.3835616438356164,0.136986301369863,0.15045662100456622,0.16258969341161122,0.1363349740062069,0.2687214611872146,0.8,0.4,0.4,5
73,0.273972602739726,0.1095890410958904,0.141324200913242,0.11635681669928245,0.11179703097511316,0.21164383561643835,0.8,0.4,0.5,5
73,0.136986301369863,0.0684931506849315,0.0776255707762557,0.06278538812785388,0.062209175907806044,0.13013698630136986,0.8,0.4,0.6,5
73,0.4931506849315068,0.1506849315068493,0.12876712328767123,0.231767775603392,0.1525304223934361,0.3093607305936073,0.8,0.2,0.2,5
73,0.3835616438356164,0.136986301369863,0.15045662100456622,0.16258969341161122,0.1363349740062069,0.2687214611872146,0.8,0.2,0.3,5
73,0.273972602739726,0.1095890410958904,0.141324200913242,0.11179060665362034,0.10768744193401729,0.21164383561643835,0.8,0.2,0.4,5
73,0.136986301369863,0.0684931506849315,0.0776255707762557,0.06278538812785388,0.062209175907806044,0.13013698630136986,0.8,0.2,0.5,5
73,0.0684931506849315,0.0547945205479452,0.0684931506849315,0.033105022831050226,0.04200913242009132,0.0684931506849315,0.8,0.2,0.6,5
73,0.410958904109589,0.1232876712328767,0.10684931506849316,0.1795009784735812,0.12378671556753751,0.25182648401826485,0.8,0.0,0.2,5
73,0.273972602739726,0.1095890410958904,0.141324200913242,0.11179060665362034,0.10768744193401729,0.2034246575342466,0.8,0.0,0.3,5
73,0.2602739726027397,0.0958904109589041,0.1276255707762557,0.09809197651663404,0.09398881179703099,0.1897260273972603,0.8,0.0,0.4,5
73,0.0684931506849315,0.0547945205479452,0.0684931506849315,0.033105022831050226,0.04200913242009132,0.0684931506849315,0.8,0.0,0.5,5
73,0.0547945205479452,0.0410958904109589,0.0547945205479452,0.026255707762557076,0.03287671232876712,0.0547945205479452,0.8,0.0,0.6,5
73,0.4794520547945205,0.136986301369863,0.13150684931506848,0.2224804305283757,0.15047661623004088,0.3011415525114155,1.0,1.0,0.2,5
73,0.4794520547945205,0.136986301369863,0.13150684931506848,0.2224804305283757,0.15047661623004088,0.3011415525114155,1.0,1.0,0.3,5
73,0.4794520547945205,0.136986301369863,0.13150684931506848,0.2224804305283757,0.15047661623004088,0.3011415525114155,1.0,1.0,0.4,5
73,0.4794520547945205,0.136986301369863,0.13150684931506848,0.2224804305283757,0.15047661623004088,0.3011415525114155,1.0,1.0,0.5,5
73,0.4794520547945205,0.136986301369863,0.13150684931506848,0.2224804305283757,0.15047661623004088,0.3011415525114155,1.0,1.0,0.6,5
73,0.4794520547945205,0.1506849315068493,0.12876712328767123,0.23144161774298755,0.15061795130288283,0.304337899543379,1.0,0.8,0.2,5
73,0.4794520547945205,0.1506849315068493,0.12876712328767123,0.23144161774298755,0.15061795130288283,0.304337899543379,1.0,0.8,0.3,5
73,0.4794520547945205,0.1506849315068493,0.12876712328767123,0.23144161774298755,0.15061795130288283,0.304337899543379,1.0,0.8,0.4,5
73,0.4794520547945205,0.1506849315068493,0.12876712328767123,0.23144161774298755,0.15061795130288283,0.304337899543379,1.0,0.8,0.5,5
73,0.4794520547945205,0.1506849315068493,0.1360730593607306,0.22870189171559036,0.1529336721117543,0.304337899543379,1.0,0.8,0.6,5
73,0.4794520547945205,0.1506849315068493,0.12602739726027398,0.22002609262883233,0.14698573876656068,0.30730593607305934,1.0,0.6,0.2,5
73,0.4794520547945205,0.1506849315068493,0.12602739726027398,0.22002609262883233,0.14698573876656068,0.30730593607305934,1.0,0.6,0.3,5
73,0.4794520547945205,0.1506849315068493,0.12602739726027398,0.22002609262883233,0.14698573876656068,0.30730593607305934,1.0,0.6,0.4,5
73,0.4657534246575342,0.1506849315068493,0.12602739726027398,0.21806914546640574,0.14607249675742826,0.3038812785388128,1.0,0.6,0.5,5
73,0.3287671232876712,0.1095890410958904,0.14429223744292238,0.14032941943900848,0.1284310818557394,0.2310502283105023,1.0,0.6,0.6,5
73,0.4931506849315068,0.1506849315068493,0.12876712328767123,0.231767775603392,0.1525304223934361,0.3093607305936073,1.0,0.4,0.2,5
73,0.4931506849315068,0.1506849315068493,0.12876712328767123,0.231767775603392,0.1525304223934361,0.3093607305936073,1.0,0.4,0.3,5
73,0.4931506849315068,0.1506849315068493,0.12876712328767123,0.231767775603392,0.1525304223934361,0.3093607305936073,1.0,0.4,0.4,5
73,0.3287671232876712,0.1095890410958904,0.14726027397260275,0.14032941943900848,0.12983356065547846,0.2310502283105023,1.0,0.4,0.5,5
73,0.273972602739726,0.1095890410958904,0.141324200913242,0.11179060665362034,0.10768744193401729,0.21164383561643835,1.0,0.4,0.6,5
73,0.4931506849315068,0.1506849315068493,0.12876712328767123,0.231767775603392,0.1525304223934361,0.3093607305936073,1.0,0.2,0.2,5
73,0.4931506849315068,0.1506849315068493,0.12876712328767123,0.231767775603392,0.1525304223934361,0.3093607305936073,1.0,0.2,0.3,5
73,0.2876712328767123,0.1095890410958904,0.14589041095890412,0.1232061317677756,0.11727648302990769,0.21621004566210042,1.0,0.2,0.4,5
73,0.273972602739726,0.1095890410958904,0.141324200913242,0.11179060665362034,0.10768744193401729,0.21164383561643835,1.0,0.2,0.5,5
73,0.136986301369863,0.0684931506849315,0.0776255707762557,0.06278538812785388,0.062209175907806044,0.13013698630136986,1.0,0.2,0.6,5
73,0.410958904109589,0.1232876712328767,0.10684931506849316,0.1795009784735812,0.12378671556753751,0.25182648401826485,1.0,0.0,0.2,5
73,0.2876712328767123,0.1095890410958904,0.14589041095890412,0.1232061317677756,0.11727648302990769,0.20799086757990867,1.0,0.0,0.3,5
73,0.2602739726027397,0.0958904109589041,0.1276255707762557,0.09809197651663404,0.09398881179703099,0.1897260273972603,1.0,0.0,0.4,5
73,0.2602739726027397,0.0958904109589041,0.1276255707762557,0.09809197651663404,0.09398881179703099,0.1897260273972603,1.0,0.0,0.5,5
73,0.0684931506849315,0.0547945205479452,0.0684931506849315,0.033105022831050226,0.04200913242009132,0.0684931506849315,1.0,0.0,0.6,5
